		Company Market Cap
SMTPC.PA	2017	134983328.3
SMTPC.PA	2016	186508125
SMTPC.PA	2015	200926750
SMTPC.PA	2014	178102125
SMTPC.PA	2013	170455000
SMTPC.PA	2012	151775000
SMTPC.PA	2011	151016125
SMTPC.PA	2010	144770000
SMTPC.PA	2009	162516000
SMTPC.PA	2008	117100250
IMPA.LS	2018	22915200
IMPA.LS	2017	57192544.22
IMPA.LS	2016	31920000
IMPA.LS	2015	79128000
IMPA.LS	2014	132384000
IMPA.LS	2013	183120000
IMPA.LS	2012	52080000
IMPA.LS	2011	78960000
IMPA.LS	2010	235200000
IMPA.LS	2009	300720000
IMPA.LS	2008	141120000
ALERS.PA	2018	30365240.05
ALERS.PA	2017	45577490.56
ALERS.PA	2016	25065111.07
ALERS.PA	2015	35917843.68
ALERS.PA	2014	40087349.99
ALERS.PA	2013	38528187.06
ALERS.PA	2012	49835790
ALERS.PA	2011	36166454.82
ALERS.PA	2010	68274591.95
ALERS.PA	2009	120296294.9
ALERS.PA	2008	74183142
PATC.PA	2018	219564858
PATC.PA	2017	274710537.8
PATC.PA	2016	300234875.9
PATC.PA	2015	247122135.3
PATC.PA	2014	242550352.4
PATC.PA	2013	172006070.6
PATC.PA	2012	121255243.9
PATC.PA	2011	80948410.5
PATC.PA	2010	52165490.25
PATC.PA	2009	42215790.34
PATC.PA	2008	424017.9
FNG.BR	2018	197131668.8
FNG.BR	2017	184878009
FNG.BR	2016	149775354.3
FNG.BR	2015	7239325.2
FNG.BR	2014	6330200.64
FNG.BR	2013	4545622.8
FNG.BR	2012	5387404.8
FNG.BR	2011	7352681.6
FNG.BR	2010	2348143.88
FNG.BR	2009	587035.97
FNG.BR	2008	8805539.55
ALSEN.PA	2018	13144327.59
ALSEN.PA	2017	33002061.2
ALSEN.PA	2016	32766393.4
ALSEN.PA	2015	51540981.36
ALINT.PA	2018	7272352.59
ALINT.PA	2017	16621412.02
ALINT.PA	2016	17188391.58
ALINT.PA	2015	22765745.78
ALINT.PA	2014	26575172.7
ALINT.PA	2013	18931166.6
ALINT.PA	2012	28808297
ALINT.PA	2011	30171768
ALINT.PA	2010	26966017.65
BUP.PA	2018	65924595.66
BUP.PA	2017	149221251.9
OPIN.BR	2018	14462586.82
OPIN.BR	2017	11605779.55
OPIN.BR	2016	11222450.24
OPIN.BR	2015	22770572.69
OPIN.BR	2014	27865111.26
OPIN.BR	2013	23924591.68
OPIN.BR	2012	25574563.52
OPIN.BR	2011	24749577.6
OPIN.BR	2010	47849183.36
OPIN.BR	2009	64348901.76
OPIN.BR	2008	78373662.4
ALNLF.PA	2018	2878330.4
ALNLF.PA	2017	8454038.58
ALNLF.PA	2016	14783834.88
ALNLF.PA	2015	27214669.2
ALNLF.PA	2014	48984129.48
ALNLF.PA	2013	27779159.49
NYR.BR	2018	63067102.57
NYR.BR	2017	728368910.5
NYR.BR	2016	729331068.2
NYR.BR	2015	543052005.5
NYR.BR	2014	996332107.8
NYR.BR	2013	392752076.6
NYR.BR	2012	764081312.7
NYR.BR	2011	1037137518
NYR.BR	2010	1121000000
NYR.BR	2009	834000000
NYR.BR	2008	219000000
ALDNE.PA	2018	69168125.6
CMO.PA	2018	137251218.7
CMO.PA	2017	110637167.6
CMO.PA	2016	99250426.8
CMO.PA	2015	89211862.39
CMO.PA	2014	87303455
CMO.PA	2013	88239356
CMO.PA	2012	58859444
CMO.PA	2011	60260306.4
CMO.PA	2010	82247068.8
CMO.PA	2009	76000156.2
CMO.PA	2008	44917350
ALMND.PA	2018	16714034
ALMND.PA	2017	85078175
ALMND.PA	2016	21894244.64
ALMND.PA	2015	19847611.08
ALMND.PA	2014	14662511.76
ALMND.PA	2013	56038369.32
ALANT.PA	2018	27601167.2
ALANT.PA	2017	34038634.55
ALANT.PA	2016	22720473
ALANT.PA	2015	18597127.9
ALANT.PA	2014	10939487
ALANT.PA	2013	14515857.75
ALANT.PA	2012	20953325.1
ALANT.PA	2011	23393672.2
ALANT.PA	2010	22089348.75
ALANT.PA	2009	27348717.5
ALANT.PA	2008	23141222.5
BULY.PA	2018	1475238740
BULY.PA	2017	2353710050
BULY.PA	2016	1760649250
BULY.PA	2015	1410558047
BULY.PA	2014	1113842315
BULY.PA	2013	1048976290
BULY.PA	2012	341009960
BULY.PA	2011	313210235
BULY.PA	2010	374060600
BULY.PA	2009	147735234
BULY.PA	2008	94450301.5
CALCi.PA	2018	169505952
CALCi.PA	2017	155394249.4
CALCi.PA	2016	128980170
CALCi.PA	2015	114746632
CALCi.PA	2014	129531501
CALCi.PA	2013	119092002.4
CALCi.PA	2012	76428978
CALCi.PA	2011	73668375
CALCi.PA	2010	95233117.5
CALCi.PA	2009	83030955.75
CALCi.PA	2008	55947782.25
BLIEc.BR	2018	24211402.53
BLIEc.BR	2017	33078600
BLIEc.BR	2016	51025500
BLIEc.BR	2015	51380919
BLIEc.BR	2014	48826125
BLIEc.BR	2013	43142940
BLIEc.BR	2012	42228000
BLIEc.BR	2011	46141128
BLIEc.BR	2010	59506290
BLIEc.BR	2009	61582500
BLIEc.BR	2008	65094462
STEN.PA	2018	11641901.14
STEN.PA	2017	29491299.75
STEN.PA	2016	45398728.1
STEN.PA	2015	63924820.69
STEN.PA	2014	56668572.74
STEN.PA	2013	103781624.8
STEN.PA	2012	142560840.1
STEN.PA	2011	109440753.2
STEN.PA	2010	68853454
KEYR.PA	2018	78614308.5
KEYR.PA	2017	96583293.3
KEYR.PA	2016	46304691.6
KEYR.PA	2015	36801863.1
KEYR.PA	2014	19178435.7
KEYR.PA	2013	18832878.3
KEYR.PA	2012	19869550.5
KEYR.PA	2011	17105091.3
KEYR.PA	2010	25611555
KEYR.PA	2009	18781807
KEYR.PA	2008	7854210.2
ALMLB.PA	2018	7989004.415
ALMLB.PA	2017	12695517.59
ALMLB.PA	2016	13950587.77
ALMLB.PA	2015	17522710.59
TEXB.BR	2018	95679900
TEXB.BR	2017	106352644.7
TEXB.BR	2016	115648649.5
TEXB.BR	2015	118005210
TEXB.BR	2014	102026666.7
TEXB.BR	2013	105247890
TEXB.BR	2012	68251662
TEXB.BR	2011	53580744
TEXB.BR	2010	67135396.5
TEXB.BR	2009	40498112.34
TEXB.BR	2008	24557841
ALUMS.PA	2018	158044100.9
ALUMS.PA	2017	251268946.4
ALUMS.PA	2016	75057620
ALUMS.PA	2015	32717690.2
ALUMS.PA	2014	18972388.4
ALUMS.PA	2013	15150063.25
ALUMS.PA	2012	11580275
ALUMS.PA	2011	12564578.4
ALUMS.PA	2010	17725245.3
ALUMS.PA	2009	13200292.56
ALUMS.PA	2008	7880003.2
EPS.PA	2018	152563977
EPS.PA	2017	97899696.4
EPS.PA	2016	48079022.7
EPS.PA	2015	59034734.43
GKTX.PA	2018	80617182.94
GKTX.PA	2017	129231010
GKTX.PA	2016	39392239.15
GKTX.PA	2015	103378230.4
GKTX.PA	2014	86619718.35
DECB.BR	2018	263774717.3
DECB.BR	2017	410240834
DECB.BR	2016	306235092.9
DECB.BR	2015	328145064
DECB.BR	2014	234785752.2
DECB.BR	2013	184252500
DECB.BR	2012	124990000
DECB.BR	2011	78657500
DECB.BR	2010	197182500
DECB.BR	2009	156237500
DECB.BR	2008	56892259.6
SEQUA.BR		NULL
MRSP.PA	2018	67937800.58
MRSP.PA	2017	139654274.9
MRSP.PA	2016	151754554.6
MRSP.PA	2015	104921692
MRSP.PA	2014	105323690.8
MRSP.PA	2013	65726807.07
MRSP.PA	2012	24119929.2
MRSP.PA	2011	28340916.81
MRSP.PA	2010	26129923.3
MRSP.PA	2009	30350910.91
MRSP.PA	2008	36542291.44
ALMIL.PA	2018	71012205
ALMIL.PA	2017	134555558.2
ALMIL.PA	2016	137237936
ALMIL.PA	2015	116777007.4
ALMIL.PA	2014	130594372.3
ALMIL.PA	2013	159700330
ALMIL.PA	2012	127358264.6
ALMIL.PA	2011	141409153.7
ALMIL.PA	2010	124144581.7
ALMIL.PA	2009	89797427
ALMIL.PA	2008	59189307.3
CRLA.PA	2018	147466928.4
CRLA.PA	2017	125569641.6
CRLA.PA	2016	116616854.6
CRLA.PA	2015	105792600
CRLA.PA	2014	112690448
CRLA.PA	2013	117881778.1
CRLA.PA	2012	78538587.4
CRLA.PA	2011	76862128.45
CRLA.PA	2010	89125578.05
CRLA.PA	2009	92020617.2
CRLA.PA	2008	44739305.6
ALHYG.PA	2018	3833823.736
ALHYG.PA	2017	28987447.76
ALHYG.PA	2016	30426598.3
ALHYG.PA	2015	38640777.84
ALHYG.PA	2014	48544222.65
ALHYG.PA	2013	38739047.94
ALHYG.PA	2012	15664123.42
ALHYG.PA	2011	12573967.5
ALHYG.PA	2010	15847189.76
ALHYG.PA	2009	29676753.24
ALHYG.PA	2008	28603426.38
ALSGD.PA	2018	5164929.792
ALSGD.PA	2017	18764070.25
ALSGD.PA	2016	22834242.75
ALSGD.PA	2015	25030125
ALSGD.PA	2014	27851811.2
ALSGD.PA	2013	33928451.44
ALIMP.PA	2018	4809897.609
ALIMP.PA	2017	11588876.04
ALIMP.PA	2016	17044048.8
ALIMP.PA	2015	23740613.2
ALIMP.PA	2014	21598088
ALIMP.PA	2013	36716749.6
CIBP.PA	2018	10460408.56
CIBP.PA	2017	13881110.88
CIBP.PA	2016	7932063.36
CIBP.PA	2015	9915079.2
CIBP.PA	2014	5949047.52
CIBP.PA	2013	3966031.68
CIBP.PA	2012	3966031.68
CIBP.PA	2011	5949047.52
CIBP.PA	2010	9915079.2
CIBP.PA	2009	12889602.96
CIBP.PA	2008	7932063.36
EDSP.PA	2018	699732073.6
EDSP.PA	2017	902267228.1
EDSP.PA	2016	750347938.8
EDSP.PA	2015	726473883.4
EDSP.PA	2014	774293688
EDSP.PA	2013	726258801.8
EDSP.PA	2012	647754025.1
EDSP.PA	2011	729747372
EDSP.PA	2010	808445618
EDSP.PA	2009	820454390
EDSP.PA	2008	595578543.3
TETR.PA	2018	34216349.36
TETR.PA	2017	81589146.42
TETR.PA	2016	77127017
TETR.PA	2015	58837730
TETR.PA	2014	86491463.1
TETR.PA	2013	111438660.6
TETR.PA	2012	124219170.8
TETR.PA	2011	124337717
TETR.PA	2010	167823196
TETR.PA	2009	126838519.8
TETR.PA	2008	80781249.75
ALBDM.PA	2018	2958849.4
ALBDM.PA	2017	1563265.085
ALBDM.PA	2016	5121085.5
ALBDM.PA	2015	2913328.64
ALBDM.PA	2014	4278951.44
ALBDM.PA	2013	11380190
ALBDM.PA	2012	10242171
ALBDM.PA	2011	9076359.6
ALBDM.PA	2010	4322076
ALBDM.PA	2009	2381286.96
ALBDM.PA	2008	1628230.4
ROON.AS	2018	18194683
ROON.AS	2017	20882122.08
ROON.AS	2016	12371030.88
ROON.AS	2015	14691099.33
ROON.AS	2014	10879854
ROON.AS	2013	6187815.84
ROON.AS	2012	5508454.336
ROON.AS	2011	5723069.44
ROON.AS	2010	5937684.544
ROON.AS	2009	6124136.19
ROON.AS	2008	4321171.946
OLG.PA	2018	162893911.6
OLG.PA	2017	165792260.6
OLG.PA	2016	146990468.5
OLG.PA	2015	94109324.19
OLG.PA	2014	33235630.37
OLG.PA	2013	28071528.44
OLG.PA	2012	38796970.91
OLG.PA	2011	47006568.85
OLG.PA	2010	76004987.38
OLG.PA	2009	101957909.9
OLG.PA	2008	110035095
VRKP.PA	2018	211808914.5
VRKP.PA	2017	210915206
VRKP.PA	2016	200995041.6
VRKP.PA	2015	250238380
VRKP.PA	2014	211451431.1
VRKP.PA	2013	219852291
VRKP.PA	2012	185533884.6
VRKP.PA	2011	183321962.9
VRKP.PA	2010	222533424.8
VRKP.PA	2009	198738435.1
VRKP.PA	2008	105856564.7
IBS.LS	2018	284400000
IBS.LS	2017	364500000
IBS.LS	2016	299760000
IBS.LS	2015	178220000
IBS.LS	2014	136000000
IBS.LS	2013	124000000
IBS.LS	2012	80000000
IBS.LS	2011	81200000
IBS.LS	2010	162000000
IBS.LS	2009	184200000
IBS.LS	2008	138000000
AXW.PA	2018	258316513
AXW.PA	2017	474204226.8
AXW.PA	2016	636431988.6
AXW.PA	2015	501862567.2
AXW.PA	2014	338510023.5
AXW.PA	2013	443406031.1
AXW.PA	2012	276366116.8
AXW.PA	2011	331881057.3
CG000A0BKQF7.BR		NULL
ALDEI.PA	2018	22302971.83
ALDEI.PA	2017	18719334.48
ALDEI.PA	2016	19921689.82
ALDEI.PA	2015	35075118.7
ALDEI.PA	2014	36253792.74
ALDEI.PA	2013	69379721.32
ALDEI.PA	2012	53090135
ALDEI.PA	2011	33818816.38
ALDEI.PA	2010	20268264.06
ALPRO.PA	2018	70443100
ALPRO.PA	2017	84996180
ALPRO.PA	2016	53139628.8
ALPRO.PA	2015	64948435.2
ALPRO.PA	2014	57403920
ALPRO.PA	2013	71227252.8
ALPRO.PA	2012	48780467.54
ALPRO.PA	2011	36311537.48
ALPRO.PA	2010	30282948.4
ALPRO.PA	2009	19856625.12
ALPRO.PA	2008	19784023.2
ALPHS.PA	2018	19077798
ALPHS.PA	2017	24787212
ALPHS.PA	2016	9380000
SLBEN.LS	2018	38870000
SLBEN.LS	2017	26450000
SLBEN.LS	2016	22490583.14
SLBEN.LS	2015	23920000
SLBEN.LS	2014	20930000
SLBEN.LS	2013	19320000
SLBEN.LS	2012	9430000
SLBEN.LS	2011	10350000.69
SLBEN.LS	2010	22650001.51
SLBEN.LS	2009	38250002.55
SLBEN.LS	2008	31500002.1
GTCN.PA	2018	50448684
GTCN.PA	2017	70672306.56
GTCN.PA	2016	20256393.6
GTCN.PA	2015	24757814.4
GTCN.PA	2014	14254499.2
GTCN.PA	2013	11253552
GTCN.PA	2012	11703694.08
GTCN.PA	2011	19506156.8
GTCN.PA	2010	31877315.88
GTCN.PA	2009	18707345
GTCN.PA	2008	20802567.64
PID.PA	2018	28310729
PID.PA	2017	68195578.23
PID.PA	2016	14057586.72
PID.PA	2015	13568407.11
PID.PA	2014	32670806.93
GECI.PA	2018	16495828.03
GECI.PA	2017	8914648.05
GECI.PA	2016	29018608.4
GECI.PA	2015	NULL
GECI.PA	2014	NULL
GECI.PA	2013	NULL
GECI.PA	2012	60612478.8
GECI.PA	2011	44671070
GECI.PA	2010	84770901.56
GECI.PA	2009	87250857.48
GECI.PA	2008	52471758.3
ALDSL.PA	2018	40663840
ALDSL.PA	2017	62444409.3
ALDSL.PA	2016	52100545
ALDSL.PA	2015	27702241
ALDSL.PA	2014	26838134.4
ALDSL.PA	2013	18552877
ALDSL.PA	2012	6226650.5
ALDSL.PA	2011	10775917.6
ALDSL.PA	2010	21475590.5
ALDSL.PA	2009	16494270.1
ALDSL.PA	2008	12565000
ALCOR.PA	2018	29362809.84
ALCOR.PA	2017	38094505.46
ALCOR.PA	2016	33662551.45
ALCOR.PA	2015	30909710.15
GENX.PA	2018	72045249.25
GENX.PA	2017	60518009.37
GENX.PA	2016	63178141.65
GENX.PA	2015	65985451.62
GENX.PA	2014	54136177.2
GENX.PA	2013	39184280.64
GENX.PA	2012	19592140.32
GENX.PA	2011	16240853.16
GENX.PA	2010	20982652.8
GENX.PA	2009	31617696
GENX.PA	2008	21401565
SONI.LS	2018	66288422.34
SONI.LS	2017	158956004.5
SONI.LS	2016	68104544.5
SONI.LS	2015	90806059.34
SONI.LS	2014	72644847.47
SONI.LS	2013	78820000
SONI.LS	2012	68460000
SONI.LS	2011	88900000
SONI.LS	2010	267400000
SONI.LS	2009	360500000
SONI.LS	2008	213500000
AGTA.PA	2018	836904600
AGTA.PA	2017	817662384
AGTA.PA	2016	789589836
AGTA.PA	2015	612851400
AGTA.PA	2014	488304180
AGTA.PA	2013	379572480
AGTA.PA	2012	355849200
AGTA.PA	2011	340033680
AGTA.PA	2010	288501444
AGTA.PA	2009	210214620
AGTA.PA	2008	221417280
SSI.PA	2018	31564412.72
SSI.PA	2017	43628332.8
SSI.PA	2016	35191282.77
SSI.PA	2015	36909774.4
SSI.PA	2014	125974664.8
FINA.PA	2018	347107715.6
FINA.PA	2017	295187244
FINA.PA	2016	266306754.8
FINA.PA	2015	218782876.5
FINA.PA	2014	175376224
FINA.PA	2013	140603352
FINA.PA	2012	108007564.2
FINA.PA	2011	102202006.4
FINA.PA	2010	109761326.4
FINA.PA	2009	86392240
FINA.PA	2008	63109531.32
TGEL.PA	2018	29531590.3
TGEL.PA	2017	45621215.36
TGEL.PA	2016	49839873.6
TGEL.PA	2015	49320708.25
TGEL.PA	2014	52539533.42
TGEL.PA	2013	65933999.45
TGEL.PA	2012	57419687.71
TGEL.PA	2011	93449763
TGEL.PA	2010	136596372.6
TGEL.PA	2009	154580214.6
TGEL.PA	2008	141445948
ARTO.PA	2018	1344310000
ARTO.PA	2017	1708057085
ARTO.PA	2016	1111385000
ARTO.PA	2015	1144662662
ARTO.PA	2014	1224525324
ARTO.PA	2013	1232506000
ARTO.PA	2012	754677000
ARTO.PA	2011	561682000
ARTO.PA	2010	612528862
ARTO.PA	2009	488477000
ARTO.PA	2008	533731000
CBHB.BR	2018	298500000
CBHB.BR	2017	274734443.8
CBHB.BR	2016	213749250
CBHB.BR	2015	210975000
CBHB.BR	2014	167625000
CBHB.BR	2013	131249250
CBHB.BR	2012	124050000
CBHB.BR	2011	114152000
CBHB.BR	2010	128744000
CBHB.BR	2009	99714280
CBHB.BR	2008	97660000
SRAG.PA	2018	138000000
SRAG.PA	2017	156500000
SRAG.PA	2016	153800000
SRAG.PA	2015	149000000
SRAG.PA	2014	140500000
SRAG.PA	2013	130900000
SRAG.PA	2012	110900000
SRAG.PA	2011	124500000
SRAG.PA	2010	144800000
SRAG.PA	2009	136900000
SRAG.PA	2008	92499000
APRL.PA	2018	816037493.2
APRL.PA	2017	601290784.5
APRL.PA	2016	490440578.6
APRL.PA	2015	486759206.5
APRL.PA	2014	509256480.8
APRL.PA	2013	599654619.1
APRL.PA	2012	615607231.8
APRL.PA	2011	480506086.3
APRL.PA	2010	864297543.2
APRL.PA	2009	989162537
APRL.PA	2008	738674249.2
ICTA.AS	2018	98897525.1
ICTA.AS	2017	126864337.5
ICTA.AS	2016	95205157
ICTA.AS	2015	73488108.74
ICTA.AS	2014	50823224.83
ICTA.AS	2013	41507091.54
ICTA.AS	2012	28167088.46
ICTA.AS	2011	23180988.95
ICTA.AS	2010	45224797.31
ICTA.AS	2009	41550829.25
ICTA.AS	2008	41200927.53
CAT31.PA	2018	160739695
CAT31.PA	2017	146680916.2
CAT31.PA	2016	129669245
CAT31.PA	2015	119293425
CAT31.PA	2014	117055782.5
CAT31.PA	2013	100932873.5
CAT31.PA	2012	75233038
CAT31.PA	2011	73815143
CAT31.PA	2010	82377905.2
CAT31.PA	2009	83832280
CAT31.PA	2008	54341281.5
OSE.PA	2018	50377840.8
OSE.PA	2017	55343634.5
OSE.PA	2016	101172987.6
OSE.PA	2015	85114530.27
RAMA.LS	2018	192310942.5
RAMA.LS	2017	270004563.3
RAMA.LS	2016	131027855.5
RAMA.LS	2015	135643318.1
RAMA.LS	2014	66667793.4
RAMA.LS	2013	35385213.42
RAMA.LS	2012	18333643.19
RAMA.LS	2011	16154119.17
RAMA.LS	2010	18718265.07
RAMA.LS	2009	23102954.56
RAMA.LS	2008	16025911.87
SFPI.PA	2018	214526668.3
SFPI.PA	2017	287903558.4
SFPI.PA	2016	287903558.4
SFPI.PA	2015	323891503.2
SFPI.PA	2014	7701989.4
SFPI.PA	2013	5033980
SFPI.PA	2012	5789077
SFPI.PA	2011	5789077
SFPI.PA	2010	7123081.7
SFPI.PA	2009	6784652.42
SFPI.PA	2008	3415093.5
ALFRE.PA	2018	62955699.84
ALFRE.PA	2017	46256937
ALFRE.PA	2016	32222335.87
ALFRE.PA	2015	2753695.98
ALFRE.PA	2014	3205795.32
ALFRE.PA	2013	2931795.72
ALFRE.PA	2012	3013995.6
ALFRE.PA	2011	3068795.52
ALFRE.PA	2010	3150995.4
ALFRE.PA	2009	2822195.88
ALFRE.PA	2008	2137196.88
MATP.PA	2018	479637333
MATP.PA	2017	681770209.1
MATP.PA	2016	530646382.7
MATP.PA	2015	373051259
MATP.PA	2014	312144931
MATP.PA	2013	348460329.1
MATP.PA	2012	254892982.7
MATP.PA	2011	257329235.8
MATP.PA	2010	376096575.4
MATP.PA	2009	304455507.1
MATP.PA	2008	236012021
CFN.LS	2018	56821473.14
CFN.LS	2017	45840895.62
CFN.LS	2016	26667117.36
CFN.LS	2015	45641797.02
CFN.LS	2014	48411074.59
CFN.LS	2013	51385483.84
CFN.LS	2012	60411277.4
CFN.LS	2011	77950035.36
CFN.LS	2010	70770426.84
CFN.LS	2009	108719786.2
CFN.LS	2008	46154626.2
JBOG.PA	2018	93736625.58
JBOG.PA	2017	154003046.8
JBOG.PA	2016	208321029.1
JBOG.PA	2015	179322240.2
JBOG.PA	2014	129817682.2
JBOG.PA	2013	156607719.8
JBOG.PA	2012	162450228
JBOG.PA	2011	151399337.5
JBOG.PA	2010	128962681
JBOG.PA	2009	106091398.9
JBOG.PA	2008	51300072
SAMS.PA	2018	453009004
SAMS.PA	2017	589137233.2
SAMS.PA	2016	504880264
SAMS.PA	2015	387305408
SAMS.PA	2014	356217232.8
SAMS.PA	2013	276646720
SAMS.PA	2012	185422464.1
SAMS.PA	2011	192442374.6
SAMS.PA	2010	212672166
SAMS.PA	2009	193147122
SAMS.PA	2008	185397099.1
ALCOG.PA	2018	18646446
ALCOG.PA	2017	19119324.88
ALCOG.PA	2016	19433747.27
ALCOG.PA	2015	15236626.2
ALCOG.PA	2014	15371463.6
ALCOG.PA	2013	15880458
ALCOG.PA	2012	10602569.97
ALCOG.PA	2011	8665446.4
RLRT.BR	2018	192517452
RLRT.BR	2017	288447649.8
RLRT.BR	2016	319592111.4
RLRT.BR	2015	321957513.5
RLRT.BR	2014	160913051.1
RLRT.BR	2013	141529894.7
RLRT.BR	2012	135616389.4
RLRT.BR	2011	191860395.8
RLRT.BR	2010	337490858
RLRT.BR	2009	168699907.2
RLRT.BR	2008	138389235.4
HIGH.PA	2018	98990180.78
HIGH.PA	2017	109864526.8
HIGH.PA	2016	144169164.8
HIGH.PA	2015	108070820.2
HIGH.PA	2014	51120636.96
HIGH.PA	2013	52690130.2
HIGH.PA	2012	54932263.4
HIGH.PA	2011	58295463.2
HIGH.PA	2010	101456527.3
HIGH.PA	2009	78698875.32
HIGH.PA	2008	56613863.3
SIGF.PA	2018	96486072.3
SIGF.PA	2017	112182782.3
SIGF.PA	2016	73369548.81
SIGF.PA	2015	55846221.34
SIGF.PA	2014	42143847.21
SIGF.PA	2013	37461089.52
SIGF.PA	2012	19361206.74
SIGF.PA	2011	15514122.84
SIGF.PA	2010	36262679.75
SIGF.PA	2009	51209210.36
SIGF.PA	2008	31494140
ALDR.PA	2018	10191561.46
ALDR.PA	2017	15372678.17
ALDR.PA	2016	27226780.44
ALDR.PA	2015	37094665.14
ALDR.PA	2014	50420254.02
ALDR.PA	2013	67385261.52
NR21.PA	2018	NULL
NR21.PA	2017	NULL
NR21.PA	2016	NULL
NR21.PA	2015	NULL
NR21.PA	2014	1207173.6
NR21.PA	2013	1126695.36
NR21.PA	2012	1542499.6
NR21.PA	2011	1542499.6
NR21.PA	2010	1368130.08
NR21.PA	2009	1783934.32
NR21.PA	2008	1743695.2
ALEO2.PA	2018	6438120.93
ALEO2.PA	2017	19240361.4
ALEO2.PA	2016	5870776.94
ALEO2.PA	2015	6783460.75
ALEO2.PA	2014	10132064.25
ALEO2.PA	2013	13421695.5
ALEO2.PA	2012	11816355.45
ALEO2.PA	2011	12421647.6
ALEO2.PA	2010	22369492.5
ALEO2.PA	2009	22675032.38
ALEO2.PA	2008	9658880
ALGEP.PA	2018	10227169.7
ALGEP.PA	2017	18719394
ALGEP.PA	2016	16745745.96
ALGEP.PA	2015	14838492
ALGEP.PA	2014	22456043.82
ALGEP.PA	2013	20269549.95
ALGEP.PA	2012	19049017.91
ALGEP.PA	2011	2720100.24
ALGEP.PA	2010	5440200.48
ALGEP.PA	2009	63943936
ALGEP.PA	2008	95173548
CAFO.PA	2018	49457980.4
CAFO.PA	2017	58752669.82
CAFO.PA	2016	71543526.82
CAFO.PA	2015	74272242.98
CAFO.PA	2014	82714208.6
CAFO.PA	2013	75039694.4
CAFO.PA	2012	28651519.68
CAFO.PA	2011	69877292.2
CAFO.PA	2010	119700812
CAFO.PA	2009	77727800
CAFO.PA	2008	41973012
FTRN.PA	2018	313887543.3
FTRN.PA	2017	311966282.3
FTRN.PA	2016	172687019.9
FTRN.PA	2015	109764023
FTRN.PA	2014	98178981.33
FTRN.PA	2013	77873367.6
FTRN.PA	2012	86298159.22
FTRN.PA	2011	96969565.74
FTRN.PA	2010	117902966.2
FTRN.PA	2009	116095052.4
FTRN.PA	2008	117592279.8
INEA.PA	2018	237333016.8
INEA.PA	2017	240329645.8
INEA.PA	2016	219494650
INEA.PA	2015	183650092
INEA.PA	2014	174472601.9
INEA.PA	2013	159840943.6
INEA.PA	2012	160169103.7
INEA.PA	2011	162093399
INEA.PA	2010	150909625
INEA.PA	2009	126330100.8
INEA.PA	2008	68727694.7
ALBKK.PA	2018	50668977
ALTUV.PA	2018	24924741.42
MIPO.PA	2018	29233308.35
MIPO.PA	2017	38264154.26
MIPO.PA	2016	25128698.32
MIPO.PA	2015	19209956
MIPO.PA	2014	17133204
MIPO.PA	2013	19729144
MIPO.PA	2012	25957905
MIPO.PA	2011	30111169.8
MIPO.PA	2010	27650812.7
MIPO.PA	2009	20314882.8
MIPO.PA	2008	11566472.69
ALCLA.PA	2018	69192030
ALCLA.PA	2017	83007371.99
ALCLA.PA	2016	65501788.4
ALCLA.PA	2015	79570834.5
ALCLA.PA	2014	48434421
ALCLA.PA	2013	54892343.8
ALCLA.PA	2012	43383402.81
ALCLA.PA	2011	40362017.5
ALCLA.PA	2010	39808481.26
ALCLA.PA	2009	31713013.75
ALCLA.PA	2008	30550054.7
PCAS.PA	2018	198356597.5
PCAS.PA	2017	273109983.9
PCAS.PA	2016	212286984.5
PCAS.PA	2015	120652450.2
PCAS.PA	2014	56591155.5
PCAS.PA	2013	54101765.5
PCAS.PA	2012	38603749.09
PCAS.PA	2011	25355850.25
PCAS.PA	2010	34127603.85
PCAS.PA	2009	37443563.28
PCAS.PA	2008	22236638.22
SPBS.PA	2018	139830000
SPBS.PA	2017	113752100
SPBS.PA	2016	77032900
SPBS.PA	2015	71297500
SPBS.PA	2014	65814900
SPBS.PA	2013	55300000
SPBS.PA	2012	56090000
SPBS.PA	2011	66755000
SPBS.PA	2010	51357900
SPBS.PA	2009	56090000
SPBS.PA	2008	61620000
FLOB.BR	2018	158825100
FLOB.BR	2017	163571499
FLOB.BR	2016	113891210.3
FLOB.BR	2015	88034484
FLOB.BR	2014	69973801.2
FLOB.BR	2013	62985496.8
FLOB.BR	2012	85311768
FLOB.BR	2011	117984360
FLOB.BR	2010	122522220
FLOB.BR	2009	90757200
FLOB.BR	2008	77768460
ALBLD.PA	2018	34153360.92
ALBLD.PA	2017	39229148.43
ALBLD.PA	2016	21067393.97
ALBLD.PA	2015	14056385.21
ALBLD.PA	2014	10102536
ALBLD.PA	2013	14886720
ALBLD.PA	2012	20984456.06
ALBLD.PA	2011	20535372.37
ALBLD.PA	2010	26863369.82
ALBLD.PA	2009	32189662.56
ALBLD.PA	2008	29658780
ALVU.PA	2018	43904858.25
ALPDX.PA	2018	99727861.2
ALPDX.PA	2017	125782888
ALPDX.PA	2016	104849021.6
ALPDX.PA	2015	69180588.4
ALPDX.PA	2014	53996796.92
ALPDX.PA	2013	48516256.8
ALPDX.PA	2012	52110053.6
ALPDX.PA	2011	46090443.96
ALPDX.PA	2010	62442219.4
ALPDX.PA	2009	59297647.2
ALPDX.PA	2008	25426112.36
ALTHE.PA	2018	8227592.8
ALTHE.PA	2017	19646722.88
