		Company Market Cap
TYNN.PA	2012	10052308.2
TYNN.PA	2011	10509231.3
TYNN.PA	2010	13068000.66
TYNN.PA	2009	23028924.24
TYNN.PA	2008	25496308.98
CRPP.PA	2018	14551370.4
CRPP.PA	2017	17651575.66
CRPP.PA	2016	13469590.89
CRPP.PA	2015	16593668
CRPP.PA	2014	22178075.5
CRPP.PA	2013	18083907.03
CRPP.PA	2012	19465649
CRPP.PA	2011	28030534.56
CRPP.PA	2010	20103867
CRPP.PA	2009	14685396.18
CRPP.PA	2008	22755662.79
CENER.BR	2018	231998470.8
CENER.BR	2017	223631312.9
CENER.BR	2016	117900862.2
ALEUA.PA	2018	50094269.65
ALEUA.PA	2017	58945735.95
ALEUA.PA	2016	53088886.25
ALEUA.PA	2015	72685455
ALEUA.PA	2014	71260250
ALEUA.PA	2013	69122442.5
ALEUA.PA	2012	72685455
ALEUA.PA	2011	65559430
ALEUA.PA	2010	70903948.75
ALPRE.PA	2018	25788739.9
FPN.PA	2018	2396240.333
FPN.PA	2017	2433869.31
FPN.PA	2016	1518410.12
FPN.PA	2015	783189.2
FPN.PA	2014	608190.52
FPN.PA	2013	955727.96
FPN.PA	2012	1172938.86
FPN.PA	2011	4344218.61
FPN.PA	2010	4344218.61
FPN.PA	2009	4344218.61
FPN.PA	2008	8688437.22
AMOS.PA	2018	16844563.08
AMOS.PA	2017	12389625.38
AMOS.PA	2016	16073027.52
AMOS.PA	2015	17276843.25
AMOS.PA	2014	9833400.82
AMOS.PA	2013	4501458.36
AMOS.PA	2012	5467205.8
AMOS.PA	2011	8786580.75
AMOS.PA	2010	8959151.8
AMOS.PA	2009	11303000.8
AMOS.PA	2008	11967883.2
ALENR.PA	2018	12153497.4
ALENR.PA	2017	19331991.07
ALENR.PA	2016	19892936.99
ALENR.PA	2015	20863503.87
ALENR.PA	2014	12828691.7
ALENR.PA	2013	26286330
ALENR.PA	2012	32949720
ALENR.PA	2011	42428400
ALENR.PA	2010	39763816
ALENR.PA	2009	34643856
ALENR.PA	2008	25072696
CRTS.PA	2018	9315840
CRTS.PA	2017	9970860
CRTS.PA	2016	7314390
CRTS.PA	2015	6986880
CRTS.PA	2014	6804930
CRTS.PA	2013	7568392.2
CRTS.PA	2012	7532730
CRTS.PA	2011	7059660
CRTS.PA	2010	6842047.8
CRTS.PA	2009	6732150
CRTS.PA	2008	5807844
FREY.PA	2018	520029954
FREY.PA	2017	302449125
FREY.PA	2016	223848562.5
FREY.PA	2015	220320000
FREY.PA	2014	175567500
FREY.PA	2013	137768850
FREY.PA	2012	106097850
FREY.PA	2011	96321150
FREY.PA	2010	112608000
FREY.PA	2009	119952000
FREY.PA	2008	100429200
CHSS.PA	2018	3697124.2
CHSS.PA	2017	4062527.088
CHSS.PA	2016	4585394.3
CHSS.PA	2015	5785759.3
CHSS.PA	2014	6169876.1
CHSS.PA	2013	6731646.92
CHSS.PA	2012	4066836.62
CHSS.PA	2011	6481971
CHSS.PA	2010	7677534.54
CHSS.PA	2009	6241898
CHSS.PA	2008	6001825
SPOE.PA	2018	45959197.4
SPOE.PA	2017	44843682.9
SPOE.PA	2016	39896886.41
SPOE.PA	2015	32820060.8
SPOE.PA	2014	32292731.28
SPOE.PA	2013	35764920.1
SPOE.PA	2012	24804702.65
SPOE.PA	2011	34776028.3
SPOE.PA	2010	32963060
SPOE.PA	2009	40709379.1
SPOE.PA	2008	53149765.5
ALDEV.PA	2018	20036886
ALDEV.PA	2017	40187706.51
ALDEV.PA	2016	42466236
ALDEV.PA	2015	38273442.84
ALDEV.PA	2014	43363410
ALDEV.PA	2013	29908790.58
ALDEV.PA	2012	23930621.16
ALDEV.PA	2011	24522756
ALDEV.PA	2010	21233118
ALDEV.PA	2009	37980366
ALDEV.PA	2008	25638242.34
TIEH.AS	2018	11240102.95
TIEH.AS	2017	15601279.28
TIEH.AS	2016	14334336
TIEH.AS	2015	11193678.24
TIEH.AS	2014	6679708.725
TIEH.AS	2013	7384319.35
TIEH.AS	2012	9329542.1
TIEH.AS	2011	8676474.153
TIEH.AS	2010	10275225.5
TIEH.AS	2009	14539317.24
TIEH.AS	2008	5201762.05
BLIM.PA	2018	3200000
BLIM.PA	2017	4427604.37
BLIM.PA	2016	1728000
BLIM.PA	2015	784000
BLIM.PA	2014	1984000
BLIM.PA	2013	1920000
BLIM.PA	2012	2896000
BLIM.PA	2011	4032000
BLIM.PA	2010	704000
BLIM.PA	2009	2720000
BLIM.PA	2008	4176000
ALSAS.PA	2018	23390368
ALSAS.PA	2017	42799843.78
ALSAS.PA	2016	20948138.4
ALSAS.PA	2015	13552654.4
ALSAS.PA	2014	11695184
ALSAS.PA	2013	13483859.2
ALSAS.PA	2012	11798376.8
ALSAS.PA	2011	10474069.2
ALSAS.PA	2010	10577262
ALSAS.PA	2009	9958105.2
ALSAS.PA	2008	6019580
VDLO.PA	2018	46723265.57
VDLO.PA	2017	42916907.55
VDLO.PA	2016	40575985.32
VDLO.PA	2015	38329630.52
VDLO.PA	2014	28463398.7
VDLO.PA	2013	38813725.5
VDLO.PA	2012	39812664.5
VDLO.PA	2011	30425745.07
VDLO.PA	2010	25848298.15
VDLO.PA	2009	18655728.23
VDLO.PA	2008	21136083.3
ITXA.PA	2018	2327600
ITXA.PA	2017	2377368.721
ITXA.PA	2016	2783000
ITXA.PA	2015	3036000
ITXA.PA	2014	4301000
ITXA.PA	2013	1163800
ITXA.PA	2012	6072000
ITXA.PA	2011	13156000
ITXA.PA	2010	15675880
ITXA.PA	2009	9118120
ITXA.PA	2008	10423600
RSGP.LS	2018	1240717.077
RSGP.LS	2017	1756642.92
RSGP.LS	2016	3513285.84
RSGP.LS	2015	5855476.4
RSGP.LS	2014	11125405.16
RSGP.LS	2013	18298363.75
RSGP.LS	2012	33229828.57
RSGP.LS	2011	57090894.9
RSGP.LS	2010	67540017.15
RSGP.LS	2009	65517207
RSGP.LS	2008	63374955
ALIMO.PA	2018	674479.52
ALIMO.PA	2017	778245.6
ALIMO.PA	2016	376152.04
ALIMO.PA	2015	168619.88
ALIMO.PA	2014	259415.2
ALIMO.PA	2013	259415.2
ALIMO.PA	2012	298327.48
ALIMO.PA	2011	622596.48
ALIMO.PA	2010	1037660.8
ALIMO.PA	2009	1402553.14
ALIMO.PA	2008	1003661.88
ALADA.PA	2018	23673327.3
ALADA.PA	2017	27434055.02
ALADA.PA	2016	26362149.66
ALADA.PA	2015	22971895.38
ALADA.PA	2014	24287080.23
ALADA.PA	2013	19026340.83
ALADA.PA	2012	16220613.15
ALADA.PA	2011	14554712.34
ALADA.PA	2010	22650405.75
ALADA.PA	2009	25826758.36
ALADA.PA	2008	16694420
JAJP.PA	2018	5697502.4
JAJP.PA	2017	7089221.708
JAJP.PA	2016	4308736.19
JAJP.PA	2015	2492657.3
JAJP.PA	2014	5305799.11
JAJP.PA	2013	NULL
JAJP.PA	2012	4059470.46
JAJP.PA	2011	6231643.25
JAJP.PA	2010	5056533.38
JAJP.PA	2009	3133626.32
JAJP.PA	2008	2334000
ORE.LS	2018	4834084.1
ORE.LS	2017	7800000
ORE.LS	2016	9000000
ORE.LS	2015	18000000
ORE.LS	2014	21720000
ORE.LS	2013	20880000
ORE.LS	2012	16800000
ORE.LS	2011	13800000
ORE.LS	2010	24050000
ORE.LS	2009	23512500
ORE.LS	2008	31373918.2
ALTTI.PA	2018	7395154.8
ALTTI.PA	2017	2870621.99
ALTTI.PA	2016	2432730.5
ALTTI.PA	2015	924437.59
ALTTI.PA	2014	2481385.11
ALTTI.PA	2013	3123021.26
ALTTI.PA	2012	8102974.08
ALTTI.PA	2011	10550747.5
ALTTI.PA	2010	24140110.28
ALTTI.PA	2009	17063448
ALTTI.PA	2008	23854318.72
ALWEB.PA	2018	28958865.3
ALWEB.PA	2017	39621442.5
ALWEB.PA	2016	41077303.02
ALWEB.PA	2015	30589104.3
ALWEB.PA	2014	20148322
ALWEB.PA	2013	33140531.97
ALWEB.PA	2012	56882126.3
ALWEB.PA	2011	57161542.32
ALWEB.PA	2010	51583230
ALWEB.PA	2009	28851936.3
ALWEB.PA	2008	14571685
ALGLD.PA	2018	3791776.8
ALGLD.PA	2017	3182004.54
ALGLD.PA	2016	3991073.52
ALGLD.PA	2015	5002509.96
ALGLD.PA	2014	5603904.6
ALGLD.PA	2013	6943374.48
ALGLD.PA	2012	13394698.8
SELER.PA	2018	131397078
SELER.PA	2017	104223214.8
SELER.PA	2016	107887884.8
SELER.PA	2015	95296078.68
SELER.PA	2014	93815552
SELER.PA	2013	86471553.32
SELER.PA	2012	66271892.28
SELER.PA	2011	64571485.4
SELER.PA	2010	63032324
SELER.PA	2009	59382312.68
SELER.PA	2008	49470394.64
TCNP.PA	2018	2077610.85
TCNP.PA	2017	3052886.319
TCNP.PA	2016	494669.25
TCNP.PA	2015	1242169.45
TCNP.PA	2014	1297132.7
TCNP.PA	2013	4397060
TCNP.PA	2012	10717833.75
TCNP.PA	2011	10992650
TCNP.PA	2010	18687505
TCNP.PA	2009	21974307.35
TCNP.PA	2008	41772070
ALANV.PA	2018	9070884.24
ALANV.PA	2017	11719019.4
ALANV.PA	2016	9663261.04
ALANV.PA	2015	6849906.56
ALANV.PA	2014	24949391.04
BE0026342551.BR		NULL
ABO.BR	2018	25364964
ABO.BR	2017	36820957.84
ABO.BR	2016	20714720.6
ABO.BR	2015	37466165.57
ABO.BR	2014	59406859.44
ABO.BR	2013	5154053.58
ABO.BR	2012	7444744.06
ABO.BR	2011	8590089.3
ABO.BR	2010	18277088.04
ABO.BR	2009	42553772.26
ABO.BR	2008	65185334.84
ALHSW.PA	2018	2088412.465
ALHSW.PA	2017	14858409.51
ALHSW.PA	2016	18850830.09
MORE.AS	2018	2805429.94
MORE.AS	2017	22358670
MORE.AS	2016	19825265.21
MORE.AS	2015	18079652.15
MORE.AS	2014	18156586.84
MORE.AS	2013	13078897.3
MORE.AS	2012	13562770
MORE.AS	2011	9653034.6
MORE.AS	2010	14625813
MORE.AS	2009	1540303.52
MORE.AS	2008	3245639.56
SPSO.LS	2018	28470000
SPSO.LS	2017	26130000
SPSO.LS	2016	24180000
SPSO.LS	2015	42900000
SPSO.LS	2014	18720000
SPSO.LS	2013	30810000
SPSO.LS	2012	6240000
SPSO.LS	2011	17160000
SPSO.LS	2010	26910000
SPSO.LS	2009	27090000
SPSO.LS	2008	28560000
ANTA.BR	2018	8318625
ANTA.BR	2017	7922500
ANTA.BR	2016	10608227.5
ANTA.BR	2015	9186931
ANTA.BR	2014	9028481
ANTA.BR	2013	9172670.5
ANTA.BR	2012	8556300
ANTA.BR	2011	8239400
ANTA.BR	2010	9663865.5
ANTA.BR	2009	9744675
ANTA.BR	2008	11551005
ALOBR.PA	2018	16578572.5
ALOBR.PA	2017	15885501.95
ALOBR.PA	2016	15353199.75
ALOBR.PA	2015	11287845.45
ALOBR.PA	2014	17342628.45
ALOBR.PA	2013	16232584.9
ALOBR.PA	2012	13825087.85
ALOBR.PA	2011	11532920
ALOBR.PA	2010	15209038.25
ALOBR.PA	2009	20197026.15
ALOBR.PA	2008	16737150.15
ALDBL.PA	2018	4124448
ALDBL.PA	2017	4775536.631
ALDBL.PA	2016	4983708
ALDBL.PA	2015	5141239
ALDBL.PA	2014	4496794
ALDBL.PA	2013	5456301
ALDBL.PA	2012	5642474
ALDBL.PA	2011	4869140
ALDBL.PA	2010	7504204
ALDBL.PA	2009	10311120
ALDBL.PA	2008	7862229
ALPBS.BR	2018	786152.92
ALPBS.BR	2017	617691.58
ALPBS.BR	2016	758076.03
ALPBS.BR	2015	561537.8
ALPBS.BR	2014	168461.34
ALPBS.BR	2013	336922.68
ALPBS.BR	2012	308845.79
ALPBS.BR	2011	336922.68
ALPBS.BR	2010	1123075.6
ALPBS.BR	2009	675830.25
ALPBS.BR	2008	2027490.75
CFOA.PA	2018	2605499.537
CFOA.PA	2017	2154575.013
CFOA.PA	2016	1956500
CFOA.PA	2015	1664000
CFOA.PA	2014	1950000
CFOA.PA	2013	2028000
CFOA.PA	2012	2047500
CFOA.PA	2011	1846000
CFOA.PA	2010	2340000
CFOA.PA	2009	1449500
CFOA.PA	2008	1878500
ALSIP.PA	2018	5032402.4
ALSIP.PA	2017	4207418.4
ALSIP.PA	2016	13562736.96
ALSIP.PA	2015	12581006
ALSIP.PA	2014	31996648.25
ALSIP.PA	2013	30681717.5
ALSIP.PA	2012	33186347.5
ALSIP.PA	2011	24870975.9
ALSIP.PA	2010	40313460
ALSIP.PA	2009	53321289.6
ALSIP.PA	2008	44185342.1
BASXc.BR	2018	2266213
BASXc.BR	2017	2295506
BASXc.BR	2016	3664288
BASXc.BR	2015	3330081.5
BASXc.BR	2014	50743465
BASXc.BR	2013	48666325
BASXc.BR	2012	46602500
BASXc.BR	2011	49285472.5
BASXc.BR	2010	49398650
BASXc.BR	2009	46617146.5
BASXc.BR	2008	40610750
BE6264882406.BR		NULL
ADVI.PA	2018	107124353.2
ADVI.PA	2017	132715864.5
ADVI.PA	2016	135830822.6
ADVI.PA	2015	112273873.4
ADVI.PA	2014	107424960
ADVI.PA	2013	111289783.5
ADVI.PA	2012	110952908.8
ADVI.PA	2011	86756295.15
ADVI.PA	2010	66985329.95
ADVI.PA	2009	33886747.35
ADVI.PA	2008	31100918.31
ENVI.AS	2018	45483437.7
ENVI.AS	2017	31468377.4
ENVI.AS	2016	11704701.35
ENVI.AS	2015	9478889.29
ENVI.AS	2014	8058974.7
ENVI.AS	2013	7982222.56
ENVI.AS	2012	6591635.01
ENVI.AS	2011	21565225.65
FSDV.PA	2018	5409000
FSDV.PA	2017	7512500
FSDV.PA	2016	5637380
FSDV.PA	2015	6565925
FSDV.PA	2014	6858912.5
FSDV.PA	2013	7662750
FSDV.PA	2012	6372102.5
FSDV.PA	2011	7332200
FSDV.PA	2010	9315500
FSDV.PA	2009	9616000
FSDV.PA	2008	7287125
ALINV.PA	2018	12879185.6
ALINV.PA	2017	10878880.78
ALINV.PA	2016	10461781.8
ALPJT.PA	2018	66606000
ALPJT.PA	2017	83453400
ALPJT.PA	2016	66801900
ALPJT.PA	2015	74442000
ALPJT.PA	2014	73070700
ALPJT.PA	2013	83257500
ALPJT.PA	2012	62609640
ALPJT.PA	2011	62247225
ALPJT.PA	2010	46041397.5
ALPJT.PA	2009	41628750
ALPJT.PA	2008	33028740
IRD.PA	2018	69678552
IRD.PA	2017	62855860.45
IRD.PA	2016	47555611.74
IRD.PA	2015	37771581.73
IRD.PA	2014	39949036.48
IRD.PA	2013	39339349.15
IRD.PA	2012	43316833.16
IRD.PA	2011	45145895.15
IRD.PA	2010	46103975.24
IRD.PA	2009	52839568.6
IRD.PA	2008	63872006
ALVIA.PA	2018	8000000
ALVIA.PA	2017	8640000
ALVIA.PA	2016	10556000
ALVIA.PA	2015	12196000
ALVIA.PA	2014	NULL
ALVIA.PA	2013	4612000
ALVIA.PA	2012	5040000
ALVIA.PA	2011	3840000
ALVIA.PA	2010	4292000
ALVIA.PA	2009	4120000
ALVIA.PA	2008	4320000
SUCB.BR	2018	501600
SUCB.BR	2017	770000
SUCB.BR	2016	954800
SUCB.BR	2015	721600
SUCB.BR	2014	814000
SUCB.BR	2013	440000
SUCB.BR	2012	770000
SUCB.BR	2011	1359600
SUCB.BR	2010	2428800
SUCB.BR	2009	2024000
SUCB.BR	2008	1276000
ALEVA.BR	2018	510599.25
ALEVA.BR	2017	1742044.5
ALEVA.BR	2016	810951.75
ALEVA.BR	2015	510599.25
ALEVA.BR	2014	450528.75
ALEVA.BR	2013	901057.5
ALEVA.BR	2012	931092.75
ALEVA.BR	2011	1051233.75
ALEVA.BR	2010	1351586.25
ALEVA.BR	2009	480564
ALEVA.BR	2008	1833370.25
WOLS.BR	2018	18231000
WOLS.BR	2017	186636000
WOLS.BR	2016	205485000
WOLS.BR	2015	175100000
WOLS.BR	2014	185400000
WOLS.BR	2013	161711030
WOLS.BR	2012	151925000
WOLS.BR	2011	173963910
WOLS.BR	2010	148321030
WOLS.BR	2009	132046000
WOLS.BR	2008	113300000
CROS.PA	2018	46572364.8
CROS.PA	2017	38103135.03
CROS.PA	2016	33281164.8
CROS.PA	2015	34982438.4
CROS.PA	2014	26050752
CROS.PA	2013	26476070.4
CROS.PA	2012	29772288
CROS.PA	2011	43701465.6
CROS.PA	2010	23392512
CROS.PA	2009	20527875.2
CROS.PA	2008	15976884
PADI.PA	2018	410380000
PADI.PA	2017	418829000
PADI.PA	2016	317441000
PADI.PA	2015	283645000
PADI.PA	2014	230537000
PADI.PA	2013	210018000
PADI.PA	2012	181050000
PADI.PA	2011	176222000
PADI.PA	2010	188292000
PADI.PA	2009	151333660
PADI.PA	2008	105057280
NSEN.AS	2018	5975167.92
NSEN.AS	2017	12946197.16
NSEN.AS	2016	20913087.72
NSEN.AS	2015	26888255.64
NSEN.AS	2014	21411018.38
NSEN.AS	2013	34357215.54
NSEN.AS	2012	11950335.84
NSEN.AS	2011	4344025.92
NSEN.AS	2010	3167518.9
NSEN.AS	2009	2262513.5
NSEN.AS	2008	1538509.18
EFIN.PA	2018	12347579.65
EFIN.PA	2017	12124272.53
EFIN.PA	2016	12856796.12
EFIN.PA	2015	2030020.44
EFIN.PA	2014	14210143.08
EFIN.PA	2013	7443408.28
EFIN.PA	2012	13533469.6
EFIN.PA	2011	44667123.16
EFIN.PA	2010	161334982.2
EFIN.PA	2009	180001839.6
EFIN.PA	2008	80000817.6
EUMD.PA	2018	19740408.6
EUMD.PA	2017	21475171.78
EUMD.PA	2016	21056435.84
EUMD.PA	2015	19261853.24
EUMD.PA	2014	22821108.73
EUMD.PA	2013	24346503.94
EUMD.PA	2012	16450340.5
EUMD.PA	2011	14207112.25
EUMD.PA	2010	10640565.42
EUMD.PA	2009	11547160.68
EUMD.PA	2008	5725864.8
KAZI.PA	2018	21887685
KAZI.PA	2017	63771098.4
KAZI.PA	2016	231170231.7
KAZI.PA	2015	340351059.6
KAZI.PA	2014	142426388.5
KAZI.PA	2013	95579071.45
KAZI.PA	2012	43599569.7
KAZI.PA	2011	21452531.64
KAZI.PA	2010	16205112
KAZI.PA	2009	25079340
KAZI.PA	2008	29709372
BE0945331669.BR		NULL
FCPP.LS	2018	15750000
FCPP.LS	2017	14850000
FCPP.LS	2016	15525000
FCPP.LS	2015	10500000
FCPP.LS	2014	8550000
FCPP.LS	2013	5850000
FCPP.LS	2012	3300000
FCPP.LS	2011	7200000
FCPP.LS	2010	13500000
FCPP.LS	2009	19800000
FCPP.LS	2008	21000000
ALTRA.PA	2018	3349510.47
ALTRA.PA	2017	4974520.5
ALTRA.PA	2016	4012779.87
ALTRA.PA	2015	6566367.06
ALTRA.PA	2014	4145433.75
ALTRA.PA	2013	3647981.7
ALTRA.PA	2012	6898001.76
ALTRA.PA	2011	4950840
ALTRA.PA	2010	4273720.1
ALTRA.PA	2009	9763806.69
ALTRA.PA	2008	5451542.4
ALCES.PA	2018	276209.28
ALCES.PA	2017	1150872.32
ALCES.PA	2016	1150209.14
ALCES.PA	2015	1725313.71
ALCES.PA	2014	1725313.71
ALCES.PA	2013	1725313.71
ALCES.PA	2012	NULL
ALCES.PA	2011	9197846.56
ALCES.PA	2010	7386443.79
ALCES.PA	2009	5372409.69
ALCES.PA	2008	11990595.54
COMAE.LS	2018	339000
COMAE.LS	2017	480000
COMAE.LS	2016	300000
COMAE.LS	2015	390000
COMAE.LS	2014	450000
COMAE.LS	2013	540000
COMAE.LS	2012	330000
COMAE.LS	2011	600000
COMAE.LS	2010	960000
COMAE.LS	2009	1200000
COMAE.LS	2008	1080000
SFCA.PA	2018	9166446
SFCA.PA	2017	15786657
SFCA.PA	2016	11661756.3
SFCA.PA	2015	4328599.5
SFCA.PA	2014	3615653.7
SFCA.PA	2013	7129458
SFCA.PA	2012	10083090.6
SFCA.PA	2011	7893328.5
SFCA.PA	2010	7826430.5
SFCA.PA	2009	10531418
SFCA.PA	2008	7869123.06
ALQP.PA		NULL
SACP.PA	2018	61606188.8
SACP.PA	2017	63992344
SACP.PA	2016	59632187.68
SACP.PA	2015	59458649.12
SACP.PA	2014	60760188.32
SACP.PA	2013	60217880.32
SACP.PA	2012	61302496.32
SACP.PA	2011	61801419.68
SACP.PA	2010	65055267.68
SACP.PA	2009	51497567.68
SACP.PA	2008	50109259.2
GPA.LS	2018	500000
GPA.LS	2017	1244268.315
GPA.LS	2016	50000
GPA.LS	2015	700000
GPA.LS	2014	975000
GPA.LS	2013	2400000
GPA.LS	2012	6250000
GPA.LS	2011	6875000
GPA.LS	2010	9000000
GPA.LS	2009	9125000
GPA.LS	2008	7500000
ALUNT.PA		NULL
ALSIM.PA	2018	14823238.95
ALSIM.PA	2017	25845647.4
ALSIM.PA	2016	23277771
ALSIM.PA	2015	21489531.05
ALSIM.PA	2014	32100075.58
ALSIM.PA	2013	36943821
ALSIM.PA	2012	26493086.08
ALSIM.PA	2011	41919440
ALSIM.PA	2010	26493086.08
ALSIM.PA	2009	31787340.48
ALSIM.PA	2008	45288415.2
GALIM.PA	2018	657742012.4
GALIM.PA	2017	633823077.8
GALIM.PA	2016	554969306.6
GALIM.PA	2015	4054400
GALIM.PA	2014	1680000
GALIM.PA	2013	1704640
GALIM.PA	2012	2096640
GALIM.PA	2011	1863680
GALIM.PA	2010	2683520
GALIM.PA	2009	3115840
GALIM.PA	2008	3808000
ALUCR.PA	2018	27881984
ALUCR.PA	2017	34467166.89
ALUCR.PA	2016	34747922.56
ALUCR.PA	2015	22636685.76
ALUCR.PA	2014	24483867.2
ALUCR.PA	2013	24919523.2
ALUCR.PA	2012	25268048
ALUCR.PA	2011	20144733.44
ALISA.LS	2018	NULL
ALISA.LS	2017	NULL
ALISA.LS	2016	NULL
ALISA.LS	2015	NULL
ALISA.LS	2014	5534751.762
ALISA.LS	2013	9224586.27
ALISA.LS	2012	7725000
ALNOR.LS	2018	3925970.292
ALNOR.LS	2017	3919218.236
ALNOR.LS	2016	28810025.9
ALNOR.LS	2015	12992997.6
ALNOR.LS	2014	64308776
ALNOR.LS	2013	65621200
ARCPF.AS	2018	22280921.8
ARCPF.AS	2017	23222369.2
ARCPF.AS	2016	16946053.2
ARCPF.AS	2015	14602845.6
ARCPF.AS	2014	12157048.8
ARCPF.AS	2013	11374112.43
ARCPF.AS	2012	12214387.5
ARCPF.AS	2011	7912318.1
ARCPF.AS	2010	NULL
ARCPF.AS	2009	34082014.98
ARCPF.AS	2008	34084237.2
ALIVA.PA	2018	28828316
ALIVA.PA	2017	28828316
ALIVA.PA	2016	22944718.78
ALIVA.PA	2015	42967294.62
ALIVA.PA	2014	43674898.74
ALIVA.PA	2013	47906250
ALIVA.PA	2012	48562500
ALIVA.PA	2011	52500000
ALIVA.PA	2010	42459375
ALIVA.PA	2009	46003125
ALIVA.PA	2008	25830000
LU0006040975.BR		NULL
BE0046318490.BR		NULL
BE0020918638.BR		NULL
BE0003243426.BR	1996	2397423.239
BE0003243426.BR	1996	2397423.239
BE0003243426.BR	1996	2397423.239
BE0003243426.BR	1996	2397423.239
BE0003243426.BR	1996	2397423.239
BE0003243426.BR	1996	2397423.239
BE0003243426.BR	1996	2397423.239
BE0003243426.BR	1996	2397423.239
BE0003243426.BR	1996	2397423.239
BE0003243426.BR	1996	2397423.239
BE0003243426.BR	1996	2397423.239
BE0003245447.BR	1991	433501.8247
BE0003245447.BR	1991	433501.8247
BE0003245447.BR	1991	433501.8247
BE0003245447.BR	1991	433501.8247
BE0003245447.BR	1991	433501.8247
BE0003245447.BR	1991	433501.8247
BE0003245447.BR	1991	433501.8247
BE0003245447.BR	1991	433501.8247
BE0003245447.BR	1991	433501.8247
BE0003245447.BR	1991	433501.8247
BE0003245447.BR	1991	433501.8247
BE0011395465.BR		NULL
BE0011844108.BR		NULL
BE0156881329.BR		NULL
BE0003256550.BR	1995	959683.6986
BE0003256550.BR	1995	959683.6986
BE0003256550.BR	1995	959683.6986
BE0003256550.BR	1995	959683.6986
BE0003256550.BR	1995	959683.6986
BE0003256550.BR	1995	959683.6986
BE0003256550.BR	1995	959683.6986
BE0003256550.BR	1995	959683.6986
BE0003256550.BR	1995	959683.6986
BE0003256550.BR	1995	959683.6986
BE0003256550.BR	1995	959683.6986
BE0010566900.BR		NULL
BE0027840017.BR		NULL
BE0010621481.BR		NULL
BE0049483135.BR		NULL
BE0945246784.BR		NULL
BE0012544319.BR		NULL
BE0003704187.BR	1999	46725071.26
BE0003704187.BR	1999	46725071.26
BE0003704187.BR	1999	46725071.26
BE0003704187.BR	1999	46725071.26
BE0003704187.BR	1999	46725071.26
BE0003704187.BR	1999	46725071.26
BE0003704187.BR	1999	46725071.26
BE0003704187.BR	1999	46725071.26
BE0003704187.BR	1999	46725071.26
BE0003704187.BR	1999	46725071.26
BE0003704187.BR	1999	46725071.26
BE0057677594.BR		NULL
BE0011254027.BR		NULL
BE0016250517.BR		NULL
BE0049482129.BR		NULL
LU0092281103.BR	2018	NULL
LU0092281103.BR	2017	NULL
LU0092281103.BR	2016	NULL
LU0092281103.BR	2015	717155416.9
LU0092281103.BR	2014	NULL
LU0092281103.BR	2005	2887539655
LU0092281103.BR	2005	2887539655
LU0092281103.BR	2005	2887539655
LU0092281103.BR	2005	2887539655
LU0092281103.BR	2005	2887539655
LU0092281103.BR	2005	2887539655
BE0038785821.BR		NULL
BE0010610377.BR		NULL
BE0157892739.BR		NULL
BE0003660710.BR	1997	1679918.457
BE0003660710.BR	1997	1679918.457
BE0003660710.BR	1997	1679918.457
BE0003660710.BR	1997	1679918.457
BE0003660710.BR	1997	1679918.457
BE0003660710.BR	1997	1679918.457
BE0003660710.BR	1997	1679918.457
BE0003660710.BR	1997	1679918.457
BE0003660710.BR	1997	1679918.457
BE0003660710.BR	1997	1679918.457
BE0003660710.BR	1997	1679918.457
BE0003279784.BR		NULL
BE0017609521.BR		NULL
LU0006067663.BR	2011	7962500
LU0006067663.BR	2011	7962500
LU0006067663.BR	2011	7962500
LU0006067663.BR	2011	7962500
LU0006067663.BR	2011	7962500
LU0006067663.BR	2011	7962500
LU0006067663.BR	2011	7962500
LU0006067663.BR	2011	7962500
LU0006067663.BR	2010	8125000
LU0006067663.BR	2009	8287500
LU0006067663.BR	2008	9343750
NL0000009645.BR	2018	43408115.8
NL0000009645.BR	2017	65233166.53
NL0000009645.BR	2014	188036901.4
NL0000009645.BR	2014	188036901.4
NL0000009645.BR	2014	188036901.4
NL0000009645.BR	2013	54489485.46
NL0000009645.BR	2012	78051615.55
NL0000009645.BR	2011	180802462.4
NL0000009645.BR	2010	279940723.9
NL0000009645.BR	2009	392370131.3
NL0000009645.BR	2008	448406017.3
NSCEX0000018.BR	2014	679412571
NSCEX0000018.BR	2014	679412571
NSCEX0000018.BR	2014	679412571
NSCEX0000018.BR	2014	679412571
NSCEX0000018.BR	2014	679412571
NSCEX0000018.BR	2013	558018192.4
NSCEX0000018.BR	2012	422945574
NSCEX0000018.BR	2011	395949048
NSCEX0000018.BR	2010	377951364
NSCEX0000018.BR	2009	355454259
NSCEX0000018.BR	2008	278874113.6
BE0101624659.BR		NULL
BE0003640514.BR		NULL
ALMTH.PA	2017	3482684.324
ALMTH.PA	2017	3482684.324
ALMTH.PA	2016	3482684.324
ALMTH.PA	2015	33492481.43
ALMTH.PA	2014	86733517.65
ALMTH.PA	2013	109884695.1
ALMTH.PA	2012	54901166.78
ALMTH.PA	2011	43529318.08
ALMTH.PA	2010	49931785.47
BE0107958945.BR		NULL
QX0000022625.BR		NULL
BE0946377455.BR		NULL
BE0003706208.BR	2003	281500000
BE0003706208.BR	2003	281500000
BE0003706208.BR	2003	281500000
BE0003706208.BR	2003	281500000
BE0003706208.BR	2003	281500000
BE0003706208.BR	2003	281500000
BE0003706208.BR	2003	281500000
BE0003706208.BR	2003	281500000
